pair_id,experiment_id,experiment_type,source_dataset,source_feature_space,source_setting_id,source_claim_type,source_target,source_filter,target_dataset,target_feature_space,target_setting_id,target_claim_type,target_target,target_filter,roi_match_strategy,transfer_target,transfer_target_type,positive_label,negative_label,use_claim_level,use_weight_metric,top_k,standardize_target_features,notes
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_075_ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_subcortical_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE,age_association,age,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,no_direct_roi_match,age,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_076_AIBL_BASELINE_FS8_CORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_cortical_volume,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,lobe,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_077_AIBL_BASELINE_FS8_CORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_cortical_volume,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,lobe,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_078_AIBL_BASELINE_FS8_CORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_cortical_volume,AIBL_BASELINE_FS8_CORTICAL_VOLUME_MMSE,mmse_association,mmse,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_079_AIBL_BASELINE_FS8_CORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_cortical_volume,AIBL_BASELINE_FS8_CORTICAL_VOLUME_AGE,age_association,age,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_080_AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_subcortical_volume,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,no_direct_roi_match,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_081_AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_subcortical_volume,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,no_direct_roi_match,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_082_AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_subcortical_volume,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE,mmse_association,mmse,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,no_direct_roi_match,mmse,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_083_AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,AIBL_baseline,fs8_subcortical_volume,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE,age_association,age,,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,no_direct_roi_match,age,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_084_OASIS1_BASELINE_FS8_CORTICAL_VOLUME_TO_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_CDR,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,OASIS1_baseline,fs8_cortical_volume,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,lobe,diagnosis_binary_impairment_cdr,binary,CDR_impairment,CDR_0,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_085_OASIS1_BASELINE_FS8_CORTICAL_VOLUME_TO_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,OASIS1_baseline,fs8_cortical_volume,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE,mmse_association,mmse,,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_086_OASIS1_BASELINE_FS8_CORTICAL_VOLUME_TO_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,OASIS1_baseline,fs8_cortical_volume,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_AGE,age_association,age,,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_087_OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_CDR,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,OASIS1_baseline,fs8_subcortical_volume,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,no_direct_roi_match,diagnosis_binary_impairment_cdr,binary,CDR_impairment,CDR_0,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_088_OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,OASIS1_baseline,fs8_subcortical_volume,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE,mmse_association,mmse,,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,no_direct_roi_match,mmse,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_089_OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,OASIS1_baseline,fs8_subcortical_volume,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE,age_association,age,,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,no_direct_roi_match,age,continuous,,,composite,coefficient,20,True,[]
