claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_LATENT_a8c76cfef2_latent_axis_association_PC1_field_strength,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_LATENT_a8c76cfef2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,field_strength,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,0.690198085892258,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.69.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.69.,True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_LATENT_a8c76cfef2_latent_axis_association_PC3_mmse,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_LATENT_a8c76cfef2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,mmse,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,-0.23491622837333392,,,,,The unsupervised morphometry axis is associated with mmse with correlation -0.235.,The unsupervised morphometry axis is associated with mmse with correlation -0.235.,True,supported
ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_LATENT_a8c76cfef2_latent_axis_association_PC3_diagnosis_binary_ad_cn,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_LATENT_a8c76cfef2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,1.0060568593252628,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 1.006.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 1.006.,True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_PC1,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis,latent_morphometry_axis,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,,age; sex; education,2173,202,,,,,,,,,explained_variance_ratio,0.9919568106794311,,,,,"An unsupervised morphometry axis explains 99.2% of variance and is dominated by Vis, Cont, and Default network parcels.","An unsupervised morphometry axis explains 99.2% of variance and is dominated by Vis, Cont, and Default network parcels.",True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_association_PC1_age,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,age,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,-0.20682909579638833,,,,,The unsupervised morphometry axis is associated with age with correlation -0.207.,The unsupervised morphometry axis is associated with age with correlation -0.207.,True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_association_PC1_diagnosis_binary_mci_cn,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_mci_cn,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,0.3400106070522859,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.34.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.34.,True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_association_PC1_field_strength,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,field_strength,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,0.6356817099928267,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.636.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.636.,True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_association_PC2_field_strength,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,field_strength,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,0.5121632705803506,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.512.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.512.,True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_association_PC3_diagnosis_binary_ad_cn,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,0.3173073349700506,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.317.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.317.,True,supported
ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2_latent_axis_association_PC3_field_strength,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_LATENT_30545abbf2,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,field_strength,age; sex; education,2173,202,,,,,,,,,spearman_or_cohens_d,0.6448902379583245,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.645.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.645.,True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c_latent_axis_PC1,ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c,latent_axis,latent_morphometry_axis,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,,age; sex; education,2173,150,,,,,,,,,explained_variance_ratio,0.9891824518463432,,,,,"An unsupervised morphometry axis explains 98.9% of variance and is dominated by temporal, occipital, and cingulate Yale code-groups.","An unsupervised morphometry axis explains 98.9% of variance and is dominated by temporal, occipital, and cingulate Yale code-groups.",True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c_latent_axis_association_PC1_age,ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,age,age; sex; education,2173,150,,,,,,,,,spearman_or_cohens_d,-0.20481275763212398,,,,,The unsupervised morphometry axis is associated with age with correlation -0.205.,The unsupervised morphometry axis is associated with age with correlation -0.205.,True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c_latent_axis_association_PC1_diagnosis_binary_mci_cn,ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,2173,150,,,,,,,,,spearman_or_cohens_d,0.33685491422896474,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.337.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.337.,True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c_latent_axis_association_PC1_field_strength,ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,field_strength,age; sex; education,2173,150,,,,,,,,,spearman_or_cohens_d,0.5242938946408874,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.524.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.524.,True,supported
ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c_latent_axis_association_PC3_diagnosis_binary_ad_cn,ADNI_BASELINE_FS8_THICKNESS_YALE696_LATENT_16970fe17c,latent_axis_association,latent_axis_association,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_ad_cn,age; sex; education,2173,150,,,,,,,,,spearman_or_cohens_d,0.3676419707241659,,,,,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.368.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.368.,True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_composite_main,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,composite,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,,,,,,lower,mean_abs_t,8.8631492898072,,,,,"AD is associated with lower Schaefer 200 7-network cortical thickness in Default, Limbic, and Cont network parcels compared with CN, after adjustment for age, sex.","AD is associated with lower Schaefer 200 7-network cortical thickness in Default, Limbic, and Cont network parcels compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Limbic_TempPole_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Limbic_TempPole_1,LH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-11.507836652636362,-0.932092101162504,-11.507836652636362,5.132939346441583e-29,1.0368537479811997e-26,"AD is associated with lower LH_Limbic_TempPole_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Limbic_TempPole_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Limbic_TempPole_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Limbic_TempPole_3,RH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-11.242909389625376,-0.9046337153270094,-11.242909389625376,7.765891911358825e-28,7.843550830472413e-26,"AD is associated with lower RH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Limbic_TempPole_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Limbic_TempPole_1,RH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-11.124208014086289,-0.9018077994229556,-11.124208014086289,2.5815324509664524e-27,1.7382318503174114e-25,"AD is associated with lower RH_Limbic_TempPole_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Limbic_TempPole_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Limbic_TempPole_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Limbic_TempPole_3,LH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-9.718394974661578,-0.7959146015145704,-9.718394974661578,1.788721343961198e-21,9.03304278700405e-20,"AD is associated with lower LH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Par_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Par_2,LH,Default,unknown_subregion,Default,,unknown,lower,t,-9.540090688429046,-0.7911415583142778,-9.540090688429046,8.859922979193859e-21,3.5794088835943186e-19,"AD is associated with lower LH_Default_Par_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Par_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Limbic_TempPole_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Limbic_TempPole_2,RH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-9.233000997966858,-0.7654311178844759,-9.233000997966858,1.3158450215964854e-19,4.430011572708167e-18,"AD is associated with lower RH_Limbic_TempPole_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Limbic_TempPole_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Par_4,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Par_4,LH,Default,unknown_subregion,Default,,unknown,lower,t,-9.167673060251818,-0.7584670880221879,-9.167673060251818,2.313982223782452e-19,6.677491560057933e-18,"AD is associated with lower LH_Default_Par_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Par_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_pCunPCC_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_pCunPCC_2,LH,Default,precuneus_pcc,Default,,cingulate,lower,t,-8.547658017690395,-0.7156043855530055,-8.547658017690395,4.1497228891085205e-17,1.0478050294999015e-15,"AD is associated with lower LH_Default_pCunPCC_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_pCunPCC_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Cont_Par_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Cont_Par_3,RH,Cont,unknown_subregion,Cont,,unknown,lower,t,-8.503118083177764,-0.7103457350402029,-8.503118083177764,5.953459403343446e-17,1.3362208883059734e-15,"AD is associated with lower RH_Cont_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Cont_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Cont_Temp_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Cont_Temp_1,LH,Cont,temporal,Cont,,temporal,lower,t,-8.327675843435019,-0.6956249053426188,-8.327675843435019,2.4289315001512075e-16,4.906441630305439e-15,"AD is associated with lower LH_Cont_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Cont_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Default_Temp_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Default_Temp_1,RH,Default,temporal,Default,,temporal,lower,t,-8.188869633030075,-0.6784640161822114,-8.188869633030075,7.2582289445840725e-16,1.2734860683449176e-14,"AD is associated with lower RH_Default_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Default_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Default_Par_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Default_Par_3,RH,Default,unknown_subregion,Default,,unknown,lower,t,-8.182359177592973,-0.6791367151638669,-8.182359177592973,7.637673565791223e-16,1.2734860683449176e-14,"AD is associated with lower RH_Default_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Default_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_DorsAttn_Post_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_DorsAttn_Post_1,LH,DorsAttn,postcentral,DorsAttn,,parietal,lower,t,-8.173342382640127,-0.6859274326783505,-8.173342382640127,8.1957024200415495e-16,1.2734860683449176e-14,"AD is associated with lower LH_DorsAttn_Post_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_DorsAttn_Post_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Cont_Par_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Cont_Par_2,LH,Cont,unknown_subregion,Cont,,unknown,lower,t,-8.123226071969397,-0.6813931160429091,-8.123226071969397,1.2113667026461359e-15,1.635085931334276e-14,"AD is associated with lower LH_Cont_Par_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Cont_Par_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Temp_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Temp_2,LH,Default,temporal,Default,,temporal,lower,t,-8.122928511215509,-0.6816114592212242,-8.122928511215509,1.2141727212878287e-15,1.635085931334276e-14,"AD is associated with lower LH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Temp_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Temp_3,LH,Default,temporal,Default,,temporal,lower,t,-8.026281356322752,-0.6706799606980657,-8.026281356322752,2.5643436172561863e-15,3.237483816785935e-14,"AD is associated with lower LH_Default_Temp_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Temp_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Cont_Par_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Cont_Par_1,RH,Cont,unknown_subregion,Cont,,unknown,lower,t,-7.906691548259853,-0.6598890323204417,-7.906691548259853,6.399056800268539e-15,7.603585139142617e-14,"AD is associated with lower RH_Cont_Par_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Cont_Par_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_SalVentAttn_TempOccPar_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_SalVentAttn_TempOccPar_1,RH,SalVentAttn,temporo_occipital,SalVentAttn,,temporal,lower,t,-7.87918482751934,-0.6630382363376851,-7.87918482751934,7.883775084846227e-15,8.403277321825966e-14,"AD is associated with lower RH_SalVentAttn_TempOccPar_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_SalVentAttn_TempOccPar_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Default_Par_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Default_Par_2,RH,Default,unknown_subregion,Default,,unknown,lower,t,-7.878845341363908,-0.6617626080955645,-7.878845341363908,7.904072728450166e-15,8.403277321825966e-14,"AD is associated with lower RH_Default_Par_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Default_Par_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Default_Temp_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Default_Temp_2,RH,Default,temporal,Default,,temporal,lower,t,-7.868691224269579,-0.6608847134779028,-7.868691224269579,8.535570643236975e-15,8.620926349669345e-14,"AD is associated with lower RH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Cont_Par_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Cont_Par_3,LH,Cont,unknown_subregion,Cont,,unknown,lower,t,-7.800229040704934,-0.6532410683364691,-7.800229040704934,1.429982922281766e-14,1.3755073823853176e-13,"AD is associated with lower LH_Cont_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Cont_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
