claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_SalVentAttn_PFCl_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_SalVentAttn_PFCl_1,LH,SalVentAttn,prefrontal,SalVentAttn,,frontal,lower,t,-7.218608129448228,-0.30655835189060693,-7.218608129448228,7.201645739054275e-13,7.656486522573493e-12,"MCI is associated with lower LH_SalVentAttn_PFCl_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_SalVentAttn_PFCl_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_Limbic_OFC_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Limbic_OFC_2,LH,Limbic,orbitofrontal,Limbic,,frontal,lower,t,-7.140199993902338,-0.3100648980373048,-7.140199993902338,1.2611616752647097e-12,1.2737732920173568e-11,"MCI is associated with lower LH_Limbic_OFC_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Limbic_OFC_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_Default_PFC_12,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Default_PFC_12,LH,Default,unknown_subregion,Default,,unknown,lower,t,-7.109307896047471,-0.3046086449815801,-7.109307896047471,1.5702667661356049e-12,1.5104470798066295e-11,"MCI is associated with lower LH_Default_PFC_12 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Default_PFC_12 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_Default_PFC_9,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Default_PFC_9,LH,Default,unknown_subregion,Default,,unknown,lower,t,-7.046776385852111,-0.30479601981824805,-7.046776385852111,2.4407339522551307e-12,2.241037537979711e-11,"MCI is associated with lower LH_Default_PFC_9 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Default_PFC_9 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_Cont_PFCl_3,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Cont_PFCl_3,LH,Cont,prefrontal,Cont,,frontal,lower,t,-7.025229418768004,-0.2963698086590928,-7.025229418768004,2.8389837940540584e-12,2.4933683756474776e-11,"MCI is associated with lower LH_Cont_PFCl_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Cont_PFCl_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_Default_Temp_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Default_Temp_2,LH,Default,temporal,Default,,temporal,lower,t,-6.91772683445541,-0.29654714019029027,-6.91772683445541,5.9966069927834386e-12,5.0471442189260604e-11,"MCI is associated with lower LH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_SalVentAttn_Med_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_SalVentAttn_Med_1,LH,SalVentAttn,unknown_subregion,SalVentAttn,,unknown,lower,t,-6.827597659489573,-0.29115485456616885,-6.827597659489573,1.1133117231471163e-11,8.9955587230287e-11,"MCI is associated with lower LH_SalVentAttn_Med_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_SalVentAttn_Med_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_RH_Cont_PFCl_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,RH_Cont_PFCl_2,RH,Cont,prefrontal,Cont,,frontal,lower,t,-6.628043685589809,-0.28492340182643106,-6.628043685589809,4.2660433054792226e-11,3.3143874911800116e-10,"MCI is associated with lower RH_Cont_PFCl_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower RH_Cont_PFCl_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_RH_Default_PFCdPFCm_5,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,RH_Default_PFCdPFCm_5,RH,Default,prefrontal,Default,,frontal,lower,t,-6.597154203949597,-0.28526225482031586,-6.597154203949597,5.2349116410678255e-11,3.9164894499840767e-10,"MCI is associated with lower RH_Default_PFCdPFCm_5 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower RH_Default_PFCdPFCm_5 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_RH_Default_PFCdPFCm_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,RH_Default_PFCdPFCm_2,RH,Default,prefrontal,Default,,frontal,lower,t,-6.557181210898706,-0.28559469715121616,-6.557181210898706,6.81340413878791e-11,4.915384414411278e-10,"MCI is associated with lower RH_Default_PFCdPFCm_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower RH_Default_PFCdPFCm_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_LH_Cont_PFCl_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Cont_PFCl_1,LH,Cont,prefrontal,Cont,,frontal,lower,t,-6.537031343340757,-0.27690381990258384,-6.537031343340757,7.777083126243625e-11,5.417140660349008e-10,"MCI is associated with lower LH_Cont_PFCl_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Cont_PFCl_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_atomic_roi_RH_Default_Par_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,RH_Default_Par_1,RH,Default,unknown_subregion,Default,,unknown,lower,t,-6.392921895646321,-0.27667032008582815,-6.392921895646321,1.981376229611129e-10,1.3341266612714935e-09,"MCI is associated with lower RH_Default_Par_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower RH_Default_Par_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_group_summary_Limbic,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,group_summary,group_enrichment,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,,,Limbic,temporal_pole,Limbic,Limbic,temporal,lower,mean_abs_t,9.744420752802393,-0.4157911701453895,,,,"MCI-versus-CN effects are concentrated in Limbic network parcels, where 7/7 regions meet support criteria.","MCI-versus-CN effects are concentrated in Limbic network parcels, where 7/7 regions meet support criteria.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_group_summary_Default,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,group_summary,group_enrichment,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,,,Default,temporal,Default,Default,temporal,lower,mean_abs_t,7.076246446730292,-0.2993488643710109,,,,"MCI-versus-CN effects are concentrated in Default network parcels, where 5/10 regions meet support criteria.","MCI-versus-CN effects are concentrated in Default network parcels, where 5/10 regions meet support criteria.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_ranking_top,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,ranking,feature_ranking,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,,,,,,,,,abs_t_rank,,,,,,"The top-ranked regions for the MCI-versus-CN contrast are LH_Limbic_TempPole_1, RH_Limbic_TempPole_3, LH_Limbic_TempPole_2, LH_Default_Temp_1, LH_Limbic_TempPole_3, LH_Background+FreeSurfer_Defined_Medial_Wall, RH_Limbic_TempPole_1, LH_Default_PHC_1, RH_Background+FreeSurfer_Defined_Medial_Wall, RH_Limbic_TempPole_2.","The top-ranked regions for the MCI-versus-CN contrast are LH_Limbic_TempPole_1, RH_Limbic_TempPole_3, LH_Limbic_TempPole_2, LH_Default_Temp_1, LH_Limbic_TempPole_3, LH_Background+FreeSurfer_Defined_Medial_Wall, RH_Limbic_TempPole_1, LH_Default_PHC_1, RH_Background+FreeSurfer_Defined_Medial_Wall, RH_Limbic_TempPole_2.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7_direction_summary_support,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_MCI_e1d9dcf4d7,direction_summary,direction_summary,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_mci_cn,age; sex; education,2203,202,,,,,,,,lower,fraction_same_sign,1.0,,,,,"Across the support set, 100.0% of regions show lower Schaefer 200 7-network cortical thickness for MCI versus CN.","Across the support set, 100.0% of regions show lower Schaefer 200 7-network cortical thickness for MCI versus CN.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_composite_main,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,composite,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,,,,,,,,lower,mean_abs_t,8.755855820535464,,,,,"MCI is associated with lower Schaefer 200 17-network cortical thickness in Limbic, Default, and TempPar network parcels compared with CN, after adjustment for age, sex, education.","MCI is associated with lower Schaefer 200 17-network cortical thickness in Limbic, Default, and TempPar network parcels compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_LH_LimbicA_TempPole_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_LimbicA_TempPole_1,LH,LimbicA,temporal_pole,LimbicA,,temporal,lower,t,-11.655005531022965,-0.49743610802352983,-11.655005531022965,1.673973752699323e-30,3.3814269804526326e-28,"MCI is associated with lower LH_LimbicA_TempPole_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_LimbicA_TempPole_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_RH_LimbicA_TempPole_3,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,RH_LimbicA_TempPole_3,RH,LimbicA,temporal_pole,LimbicA,,temporal,lower,t,-10.647756445702331,-0.4583306937699809,-10.647756445702331,7.528574768832276e-26,7.603860516520599e-24,"MCI is associated with lower RH_LimbicA_TempPole_3 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower RH_LimbicA_TempPole_3 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_LH_LimbicA_TempPole_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_LimbicA_TempPole_2,LH,LimbicA,temporal_pole,LimbicA,,temporal,lower,t,-10.348413112504161,-0.4427412690691106,-10.348413112504161,1.5413418825617632e-24,9.86976941256536e-23,"MCI is associated with lower LH_LimbicA_TempPole_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_LimbicA_TempPole_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_LH_DefaultB_Temp_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_DefaultB_Temp_1,LH,DefaultB,temporal,DefaultB,,temporal,lower,t,-10.324545162150995,-0.42967139262604026,-10.324545162150995,1.954409784666408e-24,9.86976941256536e-23,"MCI is associated with lower LH_DefaultB_Temp_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_DefaultB_Temp_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_LH_LimbicA_TempPole_3,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_LimbicA_TempPole_3,LH,LimbicA,temporal_pole,LimbicA,,temporal,lower,t,-10.181127527938054,-0.42934706816988527,-10.181127527938054,8.056698477933607e-24,3.254906185085177e-22,"MCI is associated with lower LH_LimbicA_TempPole_3 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_LimbicA_TempPole_3 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_LH_BackgroundFreeSurfer_Defined_Medial_Wall,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_Background+FreeSurfer_Defined_Medial_Wall,LH,,unknown_subregion,,,unknown,lower,t,-9.970415239777408,-0.38271756994091877,-9.970415239777408,6.251765791492491e-23,2.104761149802472e-21,"MCI is associated with lower LH_Background+FreeSurfer_Defined_Medial_Wall Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_Background+FreeSurfer_Defined_Medial_Wall Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_RH_LimbicA_TempPole_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,RH_LimbicA_TempPole_1,RH,LimbicA,temporal_pole,LimbicA,,temporal,lower,t,-9.49149488545799,-0.4040446009312376,-9.49149488545799,5.706842729744513e-21,1.6468317591548451e-19,"MCI is associated with lower RH_LimbicA_TempPole_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower RH_LimbicA_TempPole_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347_atomic_roi_LH_DefaultC_PHC_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_MCI_4a40598347,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_mci_cn,age; sex; education,2203,202,LH_DefaultC_PHC_1,LH,DefaultC,parahippocampal,DefaultC,,temporal,lower,t,-9.388352494179948,-0.4017597338751161,-9.388352494179948,1.4697143395121108e-20,3.7110287072680797e-19,"MCI is associated with lower LH_DefaultC_PHC_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with lower LH_DefaultC_PHC_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
